ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Bien_actuellement_loué,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_habitable,Meublé,Surface_du_séjour,Caves,Surface_des_caves,Grenier,Surface_du_grenier,Salle_à_manger,Surface_salle_à_manger,Garage,Nombre_de_Garages,Équipement_de_la_cuisine,Type_de_cuisine,Surface_de_la_cuisine,Nombre_de_salles_de_bain,Nombre_de_douches,Nombre_de_toilettes,Surface_de_lades_salles_de_bain,Type_de_chauffage,Type_de_vitrage,Alarme_antieffraction,Ascenseur,Feu_ouvert,Accessible_aux_moins_valides,Nombre_de_façades,Largeur_de_la_façade,Nombre_détages_de_limmeuble,Nombre_de_places_de_parking_extérieur,Jardin,Orientation_du_jardin,Terrasse_aménagée,Surface_totale_du_terrain,Profondeur_du_terrain,Largeur_du_terrain_à_rue,Raccordé_aux_égouts,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Citerne_à_eau_de_pluie,Piscine_extérieure,Conso_spécifique_dénergie_primaire,Conso_annuelle_totale_dénergie_primaire,Date_de_validité_PEB,Emission_de_CO2,Attestation__Installation_électrique,Attestation__Installation_électrique__Validité,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Type_de_zone_inondable,Zone_inondable_délimitée,Année_de_construction,Surface_du_jardin,Surface_de_la_terrasse,Véranda,Surface_du_garage,Orientation_de_la_façade_du_bien,Référence_PEB,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Nombre_de_place_de_parking_intérieur,Chauffage_au_sol,Parlophone,Porte_daccès_sécurisée,Étage_de_lappartement,Possibilités_pour_profession_libérale,Surface_chambre_à_coucher_5,Surface_totale,Surface_du_bureau,Orientation_de_la_terrasse,Attestation__Citernes_à_mazout,Panneaux_solaires,Air_conditionné,Balcon,Adoucisseur_deau,Le_bien_fait_lobjet_dun_droit_de_préemption,Espace_ouvert_sensible_à_leau__WORG,Pompe_à_chaleur,Surface_de_la_véranda,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Dressing,Buanderie,Local_vélo,Surface_constructible,Affectation_urbanistique_la_plus_récente,Surface_du_dressing,Porte_de_garage_motorisée,Station_de_charge_électrique,Maison_basse_énergie,Compteur_Bihoraire,HammamSaunaJacuzzi,Adaptations_pour_les_seniors,Attestation__Citernes_à_mazout__Validité,Attestation__Asbuilt,Panneaux_solaires_thermiques,Compteur_électrique_individuel,Domotique,Niveau_E,Clef_électronique
https://immovlan.be/fr/detail/maison/a-vendre/3150/haacht/rbo62405,RBO62405,Maison à vendre,545000,Assent 23,3150 Haacht,Normal,Non,A l’acte,3,,,,,140 m²,Non,,Non,,Oui,,Non,,Oui,1,Super équipée,,,1,1,3,,Gaz,,,Non,,,3,,,2,Oui,,Oui,250 m²,,,,Oui,Oui,,,20 kWh/m²/an,,,,pas d'application,,Oui,,,,,,Pas de risque d’inondation,Information non communiquée,2018,,,Non,,Est,24033-G2016_38147/EP17308/A001/D01/SD001,,,,,,,,,,,,,,,,,Non,,,,,,Non,Non,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/3150/wespelaar/rbt69823,RBT69823,Villa à vendre,444000,Terwilgenstraat 58,3150 Wespelaar,,Non,,2,,,,,164 m²,,,Oui,29 m²,Oui,80 m²,Non,,Oui,1,,,,1,,2,,,,,,,,4,,,,Oui,Sud,,1256 m²,60 m,22 m,,,Oui,,Non,284 kWh/m²/an,,,,"non, pas d'attestation",,,,,,,,Pas de risque d’inondation,Information non communiquée,1991,,,Non,,,UC3473795RES1,,,,,,,,,,,,,,,,,,,,,,,Non,Non,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/3150/wespelaar/rbs94092,RBS94092,Villa à vendre,299000,Neerstraat 58,3150 Wespelaar,À rénover,Non,A l’acte,3,,,,,,Non,,Non,,Non,,Non,,Oui,1,,,,1,,2,,Mazout,,,Non,,,3,,,2,Oui,,Oui,254 m²,21 m,,,,,,,433 kWh/m²/an,,09/04/2034,,"oui, attestation non conforme",,,,,,,,Pas de risque d’inondation,Information non communiquée,1973,,,Non,,Sud-est,20240409-0003143133-RES-1,,,,,,,,,,,,,,,,,Non,,,,,,Non,Non,Non,72 m²,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,
https://immovlan.be/fr/detail/bungalow/a-vendre/3150/haacht/rbt72645,RBT72645,Bungalow à vendre,90000,Binnenbeekweg 10,3150 Haacht,,,,3,,,,,120 m²,,,,,,,,,,,,,,1,,1,,,Double vitrage,,,,,4,,,3,Oui,,Oui,841 m²,,,Non,,Oui,,,433 kWh/m²/an,,24/05/2035,,,,,,,,,,Pas de risque d’inondation,Information non communiquée,1971,841 m²,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3150/haacht/rbt72162,RBT72162,Maison à vendre,695000,Wijgmaalsesteenweg 41,3150 Haacht,Nouveau,Non,A l’acte,4,15 m²,13 m²,12 m²,9 m²,277 m²,,50 m²,,,,,,,Oui,1,,Indépendante,19 m²,2,,2,,Air pulsé,Double vitrage,,,,,4,11 m,,2,Oui,,Oui,1283 m²,,11 m,Oui,,Oui,Oui,,15 kWh/m²/an,,17/02/2035,,"oui, attestation conforme",,Oui,Oui,,,,,Pas de risque d’inondation,Information non communiquée,2024,,,,,,,,1,,,,,,,,,Nord-est,,Oui,,,,Non,Non,Oui,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3150/haacht/rbt71520,RBT71520,Maison à vendre,355000,Pastoriestraat 53,3150 Haacht,,Non,,3,,,,,143 m²,,,Non,,Non,,Non,,Oui,1,,,,,,,,,Double vitrage,,,,,4,,,,Oui,Est,,386 m²,,,,,Oui,,Non,644 kWh/m²/an,,,,"non, pas d'attestation",,,,,,,,Information non communiquée,Information non communiquée,1988,,,Non,,,UC3555853-RES-1,,,,,,,,,,,,,,,,,,,,,,,Non,Non,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3150/haacht/rbt69850,RBT69850,Appartement à vendre,366000,Moermanshof 25 3,3150 Haacht,,Non,A l’acte,2,,,,,82 m²,,,Non,,Non,,Non,,Oui,1,,,,1,,1,,Gaz,,Non,Non,,Non,,,,,,,Oui,,,,,,,,Non,79 kWh/m²/an,,,,,,,,,,,,Pas de risque d’inondation,Information non communiquée,2019,,7 m²,Non,,Sud-est,EP14809/A001/D02/SD016,Non,,,,,0,,,,,,,,Non,Non,,Non,,,,,,Non,Non,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,45,
https://immovlan.be/fr/detail/appartement/a-vendre/3150/haacht/rbt67676,RBT67676,Appartement à vendre,330000,Stationsstraat 14 4,3150 Haacht,,Non,,3,,,,,105 m²,,,Non,,Non,,Non,,,,Super équipée,,,1,,1,,,Double vitrage,,,,,2,,3,,Oui,Sud,,,,,,,Oui,,Non,146 kWh/m²/an,,,,"oui, attestation conforme",,,,,,,,Pas de risque d’inondation,Information non communiquée,1981,,,Non,,,20250506-0003594245-RES-1,,,,,,2,,,,,,,,Oui,Oui,,,,Oui,,,,Non,Oui,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/3150/haacht/rbg77481,RBG77481,Duplex à vendre,461806,Klapgat 35,3150 Haacht,Nouveau,,,2,,,,,144 m²,,,,,,,,,,,,,,2,,,,,,,Oui,,,,,4,,Oui,Nord,Oui,,,,,,,,,,,,,"non, pas d'attestation",,,,,,,,Information non communiquée,Information non communiquée,,,16 m²,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/3150/haacht/rbg77484,RBG77484,Duplex à vendre,383214,Stationsstraat 32,3150 Haacht,Nouveau,,,2,,,,,104 m²,,,,,,,,,,,,,,1,,,,,,,Oui,,,,,4,,Oui,Sud-ouest,Oui,,,,,,,,,,,,,"non, pas d'attestation",,,,,,,,Information non communiquée,Information non communiquée,,,19 m²,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/3150/haacht/rbg77480,RBG77480,Duplex à vendre,444790,Klapgat 35,3150 Haacht,Nouveau,,,2,,,,,146 m²,,,,,,,,,,,,,,2,,,,,,,Oui,,,,,4,,Oui,Sud-ouest,Oui,,,,,,,,,,,,,"non, pas d'attestation",,,,,,,,Information non communiquée,Information non communiquée,,,20 m²,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3150/haacht/rbt64138,RBT64138,Maison à vendre,395000,Grote Baan 204,3150 Haacht,Remis à neuf,,,3,,,,,206 m²,,,,,Oui,,,,,,Super équipée,,,1,,3,,Gaz,Double vitrage,,,,,3,,,3,Oui,,Oui,528 m²,,,Oui,Oui,Oui,Oui,,240 kWh/m²/an,,30/10/2029,,"oui, attestation conforme",06/05/2025,,,,,,,Pas de risque d’inondation,Information non communiquée,1918,,,Oui,,,,,,,,,,,,,,,,,Oui,,,Non,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3150/haacht/rbt63394,RBT63394,Appartement à vendre,685000,Dijkstraat 54 109,3150 Haacht,Excellent,Non,Immédiatement,3,,,,,233 m²,Non,,Non,,Non,,Non,,Oui,1,,,,2,,2,,,Double vitrage,Non,Oui,Non,Non,,,,,,,Oui,,,,,Non,Oui,,Non,54 kWh/m²/an,,,,,,,,,,,,Pas de risque d’inondation,Information non communiquée,,,27 m²,Non,,,24033-G-2016_38254/EP05954/A001/D03/SD001,Non,,Oui,,,1,,,,,,,Oui,Non,Non,,Non,,,,,,Non,Non,Non,,"Zone, info non disponible",,Non,,,,Non,,,Non,Oui,,Non,,Non
https://immovlan.be/fr/detail/bungalow/a-vendre/3150/haacht/rbs69498,RBS69498,Bungalow à vendre,159000,Keerbergenbroek 27,3150 Haacht,À rénover,Non,A l’acte,2,,,,,98 m²,Non,,Non,,Non,,Non,,,,Semi-équipée,,,1,,,,Gaz,,,Non,,,4,,,5,,,Oui,3000 m²,,,,Oui,Oui,,,522 kWh/m²/an,,28/03/2033,,pas d'application,,,,,,,,Pas de risque d’inondation,Information non communiquée,1977,,,Non,,Sud,20230328-0002851307-RES-1,,,,,,,,,,,,,,,,,Non,,,,,,Non,Non,Non,,Zone de loisirs,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3150/haacht/rbt47285,RBT47285,Maison à vendre,395000,Wijgmaalsesteenweg 127,3150 Haacht,À rénover,Non,,3,,,,,191 m²,,,Oui,,Oui,,Non,,Oui,1,,,,,,1,,,,,,,,4,,,,Oui,,Oui,1618 m²,,,,,Oui,,,964 kWh/m²/an,,,,"oui, attestation non conforme",,,,,,,,Pas de risque d’inondation,Information non communiquée,1954,,,Oui,,,20241121-0003454608-RES-1,,,,,,,,,,,,,,,,,,,,,,,Non,Non,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3150/haacht/rbt45913,RBT45913,Maison à vendre,455000,Rijmenamsesteenweg 43,3150 Haacht,,Non,,3,,,,,166 m²,,,Oui,,Non,,Non,,,,,,,1,,,,,Double vitrage,,,,,4,,,,Oui,Sud,,647 m²,,,,Oui,Oui,,,227 kWh/m²/an,,,,"oui, attestation conforme",,,,,,,,Pas de risque d’inondation,Information non communiquée,1956,,,Non,,,UC 3608076-RES-1,,,,,,,,,,,,,Oui,Oui,,,,,Oui,,,,Non,Non,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3150/haacht/rbt45391,RBT45391,Maison à vendre,970000,Paddenpoelstraat 1,3150 Haacht,Excellent,,,4,,,,,488 m²,,,Oui,,Oui,,,,Oui,,Super équipée,,,4,,4,,Gaz,Double vitrage,,,,,4,,,8,Oui,,Oui,915 m²,,,Oui,Oui,Oui,Oui,,164 kWh/m²/an,,26/05/2035,,,,,,,,,,Pas de risque d’inondation,Information non communiquée,2006,,,Oui,,,,,,,Oui,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3150/haacht/rbt42861,RBT42861,Maison à vendre,792000,Veeweideweg 21,3150 Haacht,,Non,,5,,,,,325 m²,,,Non,,Non,,Non,,,,Super équipée,,,5,,6,,Gaz,Double vitrage,,,,,4,,,5,Oui,Ouest,Oui,1720 m²,,,,Oui,Oui,,Non,,,,,"oui, attestation conforme",,,,,,,,Pas de risque d’inondation,Information non communiquée,1900,,,Non,,,20250201-0003517786-KNR-1,,,,,,,,,,,,,,,,,,,,,,,Non,Oui,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3150/haacht/rbt39963,RBT39963,Maison à vendre,365000,Grote Baan 86,3150 Haacht,,Non,A l’acte,4,,,,,200 m²,,,Non,,Non,,Non,,Oui,,Equipée,,,1,,2,,Gaz,,Non,Non,,Non,3,,,2,Oui,,Oui,499 m²,,,,,,,,253 kWh/m²/an,,,,,,Oui,Non,,,,,Pas de risque d’inondation,Information non communiquée,1949,,,Non,,Nord-est,3599700-RES-1,Non,,,,,,,,,,,,Oui,Non,Non,,Non,,,,,,Non,Non,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3150/haacht/rbt39404,RBT39404,Appartement à vendre,445000,Dijkstraat 54 110,3150 Haacht,Nouveau,Non,A l’acte,2,,,,,128 m²,Non,,Non,,Non,,Non,,,,,,,1,,1,,Electrique,,,Non,,,,,,1,,,Oui,,,,,,,,,17 kWh/m²/an,,,,"oui, attestation conforme",,,,,,,,Pas de risque d’inondation,Information non communiquée,2021,,10 m²,Non,,,24033-G-2016_38254/EP05954/A001/D02/SD002,,,,,,1,,,,,,,Oui,,,,Non,,Oui,,,,Non,Non,Non,,Zone industrielle,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3150/haacht/rbt38740,RBT38740,Maison à vendre,320000,Grote Baan 124,3150 Haacht,,Non,A l’acte,3,,,,,150 m²,,,Non,,Non,,Non,,Oui,,Equipée,,,1,,1,,Mazout,Simple vitrage,Non,Non,,Non,4,,2,,Oui,,,626 m²,,,,,,,Non,590 kWh/m²/an,,,,,,,,,,,,Pas de risque d’inondation,Information non communiquée,1964,,,Non,,Nord-est,3590849-RES-1,Non,,,,,,,,,,,,,Non,Non,,Non,,,,,,Non,Non,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3150/haacht/rbt38739,RBT38739,Maison à vendre,245000,Grote Baan 95,3150 Haacht,,Non,A l’acte,2,,,,,165 m²,,,,,Oui,,Non,,Oui,,Non équipée,,,,,1,,Mazout,,Non,Non,,Non,3,,2,1,Oui,,,338 m²,,,,,,,,512 kWh/m²/an,,,,,,,Non,,,,,Pas de risque d’inondation,Information non communiquée,1932,,,Non,,Sud-ouest,3599734-RES-1,Non,,,,,,,,,,,,,Non,Non,,Non,,,,,,Non,Non,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/3150/haacht/rbt36437,RBT36437,Villa à vendre,835000,Beverdijk 71,3150 Haacht,,Non,,4,,,,,330 m²,,,Non,,Oui,,Non,,,,,,,3,,3,,,Double vitrage,Oui,,,,4,,,4,Oui,Sud,,845 m²,48 m,18 m,,,Oui,,Non,108 kWh/m²/an,,,,"oui, attestation conforme",,,,,,,,Pas de risque d’inondation,Information non communiquée,2002,,,Non,,,UC: 3569295-RES-1,,,,Oui,,,,,,,,,Oui,Oui,,,,,Oui,,,,Non,Non,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3150/haacht/rbt33989,RBT33989,Maison à vendre,626600,Donkstraat 68,3150 Haacht,,,A l’acte,5,,,,,360 m²,,,,,Oui,,,,Oui,1,Equipée,,,1,,1,,Mazout,Double vitrage,Non,Non,,Oui,2,13 m,2,3,Oui,,Oui,2480 m²,147 m,19 m,,,,,,394 kWh/m²/an,,,,,,,,,,,,Pas de risque d’inondation,Information non communiquée,1977,,30 m²,,,Sud-est,20250418-0003573650-RES-1,Non,,,,,,,,,,,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/3150/haacht/rbt31735,RBT31735,Villa à vendre,985000,Sint-Remigiusweg 22,3150 Haacht,Normal,,,5,25 m²,16 m²,12 m²,10 m²,335 m²,Non,,Oui,,Oui,,,,Oui,1,,,20 m²,2,2,3,,,Double vitrage,Oui,Non,,,4,16 m,,4,Oui,,Oui,2866 m²,,16 m,Oui,,Oui,Oui,Oui,191 kWh/m²/an,,26/11/2034,,"oui, attestation conforme",,Oui,Non,,,,,Pas de risque d’inondation,Information non communiquée,1995,,,,,,,,1,Oui,,,,,13 m²,,,Sud-est,,Oui,,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/3150/haacht/rbt31204,RBT31204,Penthouse à vendre,849000,Stationsstraat 27,3150 Haacht,Nouveau,,,2,,,,,132 m²,,,,,,,,,Oui,,,,,1,,,,,,,,,,3,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,Information non communiquée,Information non communiquée,2025,,28 m²,,,,,,2,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3150/haacht/rbt02555,RBT02555,Maison à vendre,550000,Jennekensstraat 45 2,3150 Haacht,,,,4,,,,,300 m²,,,,,Oui,,,,Oui,1,,,,3,,2,,,Double vitrage,,,,,3,,,,Oui,Sud,,1271 m²,,,,,Oui,,,299 kWh/m²/an,,,,"oui, attestation conforme",,,,,,,,Information non communiquée,Information non communiquée,,,,,,,UC3537134RES3,,,,,,,,,,,,,Oui,,,,Oui,,,,,,Oui,,,,Zone agricole d'intérêt paysager,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3150/haacht/rbs93559,RBS93559,Appartement à vendre,473000,Wespelaarsesteenweg 7,3150 Haacht,Nouveau,,,2,,,,,127 m²,,,,,,,,,Oui,2,,,,,,,,Air pulsé,Double vitrage,,,,,,,,,,,Oui,,,,Oui,,Oui,,,,,,,,,Oui,,,,,,Information non communiquée,Information non communiquée,2025,,,,,,,,,,,,,,,,,,,,,,,Non,,Oui,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/3150/haacht/rbs93558,RBS93558,Penthouse à vendre,759000,Kloosterstraat 4,3150 Haacht,Nouveau,,,3,,,,,166 m²,,,,,,,,,Oui,2,,,,2,,,,Air pulsé,Double vitrage,,,,,,,,,Oui,,Oui,,,,Oui,,Oui,,,,,,,,,Oui,,,,,,Information non communiquée,Information non communiquée,2025,,,,,,,,,,,,,,,,,,,,,,,Non,,Oui,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3150/haacht/rbs93557,RBS93557,Appartement à vendre,355000,Kloosterstraat 4,3150 Haacht,Nouveau,,,1,,,,,,,,,,,,,,Oui,2,,,,,,,,Air pulsé,Double vitrage,,,,,,,,,,,Oui,,,,Oui,,Oui,,,,,,,,,Oui,,,,,,Information non communiquée,Information non communiquée,2025,,,,,,,,,,,,,,,,,,,,,,,Non,,Oui,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/3150/tildonk/rbo64747,RBO64747,Villa à vendre,998000,Gebr. Persoonsstraat 1,3150 Tildonk,Excellent,Non,,4,20 m²,19 m²,24 m²,19 m²,251 m²,,,Oui,37 m²,Oui,17 m²,Non,,Oui,1,Equipée,,18 m²,3,,2,7 m²,Gaz,Double vitrage,Oui,,,,4,9 m,,,Oui,Ouest,Oui,3000 m²,,36 m,,Oui,Oui,,Oui,343 kWh/m²/an,,19/08/2034,,"oui, attestation non conforme",,,,,,,,Pas de risque d’inondation,Information non communiquée,1930,,34 m²,Non,32 m²,,20240819-0003324926-RES-1,,,,,,,,,,16 m²,,,Oui,,,,Oui,,,,,,Non,Non,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3150/haacht/rbs89254,RBS89254,Maison à vendre,590000,Bremweg 12,3150 Haacht,Excellent,,,4,,,,,205 m²,,,,,,,,,Oui,1,Super équipée,,,2,,2,,Air pulsé,Double vitrage,,,,,3,,,1,Oui,,Oui,367 m²,,,Oui,,Oui,Oui,,15 kWh/m²/an,,03/12/2034,,"oui, attestation conforme",08/12/2024,Oui,Oui,,,,,Pas de risque d’inondation,Information non communiquée,2024,,,,,,,,1,,,,,,,,,,,Oui,Oui,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3150/haacht/rbs88738,RBS88738,Maison à vendre,350000,Elisabeth Willemslaan 33,3150 Haacht,,Non,A l’acte,7,,,,,230 m²,,,Non,,Oui,,Non,,,,,,,1,,2,,Gaz,,Non,Non,,Non,3,,,2,Oui,,Oui,443 m²,,,,,,,Non,350 kWh/m²/an,,,,,,,,,,,,Pas de risque d’inondation,Information non communiquée,1949,,12 m²,Non,,Nord-est,3517264,Non,,,,,,,,,,,,,Non,Non,,Non,,,,,,Non,Non,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/3150/haacht/rbs73619,RBS73619,Villa à vendre,560000,Eikestraat 2,3150 Haacht,,,,4,,,,,196 m²,,39 m²,,,,,,,Oui,1,,,,1,,,,,,,,,,4,,,,Oui,Ouest,Oui,1259 m²,,,,,Oui,,,340 kWh/m²/an,,,,"non, pas d'attestation",,Oui,Oui,,,,,Pas de risque d’inondation,Information non communiquée,1988,,,,,,UC 2414009-RES-1,,,,,,,,,,12 m²,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3150/haacht/rbs60011,RBS60011,Maison à vendre,412000,Vijfhoekweg 4,3150 Haacht,Normal,Non,A l’acte,5,,,,,174 m²,Non,,Non,,Non,,Non,,,,Super équipée,,,1,,2,,Gaz,,,Non,,,4,,,2,Oui,,Oui,310 m²,28 m,,,Oui,Oui,,,312 kWh/m²/an,,19/01/2034,,"oui, attestation conforme",,,,,,,,Pas de risque d’inondation,Information non communiquée,1918,,,Non,,Nord-ouest,20240119-0003114890-RES-1,,,,,,,,,,,,,Oui,,,,Non,,,,,,Non,Non,Non,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3150/haacht/rbs54783,RBS54783,Appartement à vendre,289000,Keerbergsesteenweg 6 1C,3150 Haacht,Normal,Non,Immédiatement,3,,,,,115 m²,Non,,Non,,Non,,Non,,Oui,,Equipée,,,1,,,,,Double vitrage,Non,Non,Non,Non,,,,,,,Oui,,,,,Non,Oui,,Non,310 kWh/m²/an,,,,"oui, attestation conforme",,,,,,,,Pas de risque d’inondation,Information non communiquée,,,,Non,,,20190508-0002157784-RES-1,Non,1,Non,,,1,,,,,,,,Non,Non,,Non,,,,,,Non,Non,Non,,"Zone, info non disponible",,Non,,,,Non,,,Non,Non,,Non,,Non
https://immovlan.be/fr/detail/appartement/a-vendre/3150/haacht/rbs34669,RBS34669,Appartement à vendre,475000,Lombaardenlaan 1,3150 Haacht,Nouveau,,,2,,,,,,,,,,,,,,Oui,2,,,,,,,,Air pulsé,Double vitrage,,,,,,,,,,,Oui,,,,Oui,,,,,,,,,,,,,,,,,Risque élevé,Information non communiquée,2024,,,,,,,,,,,,,,,,,,,Oui,,,,Non,,Oui,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/3150/haacht/rbr95013,RBR95013,Penthouse à vendre,475000,Lombaardenlaan 1,3150 Haacht,Nouveau,,,2,,,,,97 m²,,,,,,,,,Oui,2,,,,1,,,,Air pulsé,Double vitrage,,,,,,,,,,,Oui,,,,Oui,,,,,,,,,,,,,,,,,Information non communiquée,Information non communiquée,2024,,24 m²,,,,,,,,,,2,,,,,,,Oui,,,,Non,,Oui,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/chalet/a-vendre/3150/haacht/rbn05291,RBN05291,Chalet à vendre,227500,Binnenbeekweg 16,3150 Haacht,Excellent,,A l’acte,2,,,,,80 m²,Non,,,,,,,,,,Super équipée,,,1,,1,,Air pulsé,Double vitrage,,,,,4,,,2,Oui,,,522 m²,,,Non,,Oui,,,178 kWh/m²/an,,11/07/2033,,"oui, attestation conforme",,Non,Non,,,,,Pas de risque d’inondation,Information non communiquée,1970,,,,,,,,,,,,,,,,,,,,Oui,,,Non,,Oui,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3150/haacht/rbj73725,RBJ73725,Appartement à vendre,370000,Lombaardenlaan 1,3150 Haacht,Nouveau,,,2,,,,,,,,,,,,,,Oui,2,,,,,,,,Air pulsé,Double vitrage,,,,,,,,,,,Oui,,,,Oui,,,,,,,,,,,,,,,,,Risque élevé,Information non communiquée,2024,,,,,,,,,,,,,,,,,,,Oui,,,,Non,,Oui,,,,,,,,,,,,,,,,,,,,,,
