ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Année_de_construction,Nombre_de_chambres_à_coucher,Surface_habitable,Caves,Grenier,Véranda,Garage,Nombre_de_Garages,Nombre_de_salles_de_bain,Type_de_chauffage,Type_de_vitrage,Air_conditionné,Ascenseur,Accessible_aux_moins_valides,Orientation_de_la_façade_du_bien,Jardin,Terrasse_aménagée,Surface_totale_du_terrain,Conso_spécifique_dénergie_primaire,Référence_PEB,Date_de_validité_PEB,Attestation__Installation_électrique,Permis_durbanisation_accordé,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Type_de_zone_inondable,Zone_inondable_délimitée,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Chauffage_au_sol,Pompe_à_chaleur,Parlophone,Le_bien_fait_lobjet_dun_droit_de_préemption,Étage_de_lappartement,Meublé,Nombre_de_façades,Nombre_de_places_de_parking_extérieur,Raccordé_aux_égouts,Espace_ouvert_sensible_à_leau__WORG,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_chambre_à_coucher_5,Surface_du_séjour,Salle_à_manger,Surface_salle_à_manger,Équipement_de_la_cuisine,Surface_de_la_cuisine,Nombre_de_toilettes,Largeur_de_la_façade,Nombre_détages_de_limmeuble,Surface_du_jardin,Surface_de_la_terrasse,Orientation_de_la_terrasse,Largeur_du_terrain_à_rue,Raccordé_à_leau_courante,Piscine_extérieure,Conso_annuelle_totale_dénergie_primaire,Emission_de_CO2,Permis_de_bâtir_obtenu,Disponibilité_du_bien,Bien_actuellement_loué,Dressing,Buanderie,Local_vélo,Panneaux_solaires,Surface_constructible,Raccordé_au_gaz_de_ville,Affectation_urbanistique_la_plus_récente,Orientation_du_jardin,Alarme_antieffraction,Profondeur_du_terrain,Balcon,Adoucisseur_deau,Porte_daccès_sécurisée,Niveau_E,Niveau_K,Type_de_cuisine,Surface_du_bureau,Nombre_de_douches,Panneaux_solaires_thermiques,Domotique,Attestation__Citernes_à_mazout,Attestation__Asbuilt,Possibilités_pour_profession_libérale,Surface_totale,Surface_des_caves,Nombre_de_place_de_parking_intérieur,Porte_de_garage_motorisée,Surface_de_lades_salles_de_bain,Compteur_deau_individuel,Compteur_de_gaz_individuel,Feu_ouvert,Appartement_de_service,Citerne_à_eau_de_pluie,Station_de_charge_électrique,Maison_basse_énergie,Compteur_électrique_individuel,Compteur_Bihoraire,HammamSaunaJacuzzi,Adaptations_pour_les_seniors,Surface_du_grenier,Surface_du_garage,Attestation__Installation_électrique__Validité,Surface_du_dressing
https://immovlan.be/fr/detail/maison/a-vendre/3700/tongres/rbs38104,RBS38104,Maison à vendre,79000,Lindebornstraat 30,3700 Tongres,,,,,,,,,,,,,,Non,Non,,,,,965 kWh/m²/an,20230213-0002808895-RES-1,,,,,,,,Pas de risque d’inondation,Information non communiquée,Non,,,,Non,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,A l’acte,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,Non,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3700/tongres/vbc10154,VBC10154,Maison à vendre,349000,Luikersteenweg 164,3700 Tongres,Normal,1956,3,170 m²,Oui,,Oui,Oui,2,1,Mazout,Double vitrage,,Non,Non,Sud-ouest,Oui,Oui,3406 m²,799 kWh/m²/an,,09/10/2023,"oui, attestation non conforme",Non,,,,,Pas de risque d’inondation,Information non communiquée,,,,,Oui,,Non,4,5,Oui,,21 m²,18 m²,16 m²,,,26 m²,Oui,23 m²,Equipée,17 m²,1,13 m,1,2470 m²,38 m²,Nord-est,13 m,Oui,Non,157300 kWh/an,39,Non,A l’acte,Non,,,,,,,,Sud-ouest,,,,,,,,Américaine,,1,,,,,,,8 m²,2,,7 m²,,,Oui,,,,,,,,,,34 m²,,
https://immovlan.be/fr/detail/appartement/a-vendre/3700/tongres/vbb60249,VBB60249,Appartement à vendre,179000,Kielenstraat 81 7,3700 Tongres,Excellent,,2,90 m²,,,,,,1,Mazout,Double vitrage,,Oui,,,,Oui,,255 kWh/m²/an,,,,,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,3,,2,,,,10 m²,13 m²,,,,33 m²,,,Super équipée,11 m²,1,,,,,,,Oui,,,,,A l’acte,,,,,,,Oui,,,,,,,Oui,,,,,1,,,,,,,,,,3 m²,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3700/tongres/rbt63903,RBT63903,Maison à vendre,,De Schaetzengaarde 44,3700 Tongres,À rénover,1991,4,192 m²,Oui,Oui,Non,Oui,1,2,Solaire,Double vitrage,Oui,Non,Non,,Oui,Oui,239 m²,260 kWh/m²/an,20240807-0003334007-RES-1,07/08/2034,"non, pas d'attestation",Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,,Oui,,Non,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3700/berg/rbs94545,RBS94545,Maison à vendre,189000,Millerweg 66,3700 Berg,À rénover,1954,3,148 m²,Non,Oui,Non,Oui,1,1,Mazout,,,Non,,Ouest,Oui,,385 m²,781 kWh/m²/an,20250326-0003562690-RES-1,,"oui, attestation conforme",,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,,Non,3,,,,,,,,,,Non,,,,2,,,,,,,,,,,,A l’acte,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3700/tongres/rbs81036,RBS81036,Appartement à vendre,150000,Hasseltsesteenweg 20 3,3700 Tongres,,1975,2,81 m²,,Non,Non,,,1,Non specifié,,Non,Oui,Non,,Oui,Oui,,176 kWh/m²/an,20230209-0002796949-RES-1,,,Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,,,,Non,1,,,,,,,,,,,,Non,,Equipée,,1,,,,3 m²,,,,,,,Oui,,Non,Non,Non,Non,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,Non,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3700/berg/rbt69351,RBT69351,Maison à vendre,225000,Europalaan 11,3700 Berg,,1953,3,,Non,Non,Non,,,,Gaz,Double vitrage,Non,Non,Non,,Oui,Oui,,481 kWh/m²/an,20250123-0003512018-RES-1,,,,,,,,Pas de risque d’inondation,Information non communiquée,Non,,,,Non,,,2,,,,,,,,,,Non,,,,,,,,,,,,Non,,,,A l’acte,Non,Non,Non,Non,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,Non,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3700/berg/rbt69352,RBT69352,Maison à vendre,295000,Driekruisenstraat 65,3700 Berg,,1962,3,165 m²,Non,Oui,Non,Oui,,,Gaz,Double vitrage,Non,Non,Non,Sud-ouest,Oui,Oui,,482 kWh/m²/an,20250123-0003512039-RES-1,,,,,,,,Pas de risque d’inondation,Information non communiquée,Non,,,,Non,,,3,,,,,,,,,,Non,,,,,,,,,,,,Non,,,,A l’acte,Non,Non,Non,Non,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,Non,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3700/tongres/rbt68557,RBT68557,Appartement à vendre,125000,Bilzersteenweg 116 4,3700 Tongres,À rénover,1966,1,60 m²,Non,Non,Non,Oui,1,1,Gaz,Double vitrage,,,,,,,,183 kWh/m²/an,20250205-0003521775-RES-1,,"oui, attestation non conforme",,,,,,Pas de risque d’inondation,Information non communiquée,,Non,,Oui,Non,2,Non,2,,Non,,,,,,,20 m²,Non,,Equipée,5 m²,1,,,,,,,Oui,Non,,,,A l’acte,Non,Non,Non,Non,Non,,Oui,"Zone d'habitat (résidentiel, urbain ou rural)",,Non,,,,Non,,,,5 m²,1,Non,Non,pas d'application,Non,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3700/tongres/rbt68078,RBT68078,Maison à vendre,219000,Tomstraat 52,3700 Tongres,À rénover,1959,3,164 m²,Non,Non,Non,Oui,1,1,Mazout,,,Non,,,,,1235 m²,797 kWh/m²/an,20250610-0003621035-RES-1,,pas d'application,,,,,,Information non communiquée,Information non communiquée,,,,,Non,,Non,,,,,,,,,,,Non,,,,,,,,,,,,,,,,A l’acte,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3700/tongres/rbt68077,RBT68077,Maison à vendre,519000,Keiberg 13,3700 Tongres,Normal,1957,3,261 m²,Non,Oui,Non,Oui,,1,Gaz,,,Non,,,,,1744 m²,255 kWh/m²/an,20230728-0002952965-RES-1,,"oui, attestation conforme",,,,,,Information non communiquée,Information non communiquée,,,,,Non,,Non,,,,,,,,,,,Non,,,,,,,,,,,,Oui,,,,A l’acte,Non,Non,Non,Non,Oui,,,Zone agricole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3700/tongres/rbt67432,RBT67432,Maison à vendre,149000,Hasseltsesteenweg 55,3700 Tongres,,1899,3,150 m²,,,,Oui,,,Mazout,Simple vitrage,Non,Non,Non,Sud,Oui,,389 m²,1265 kWh/m²/an,20240509-0003241744-RES-1,,,,,,,,Pas de risque d’inondation,Information non communiquée,Non,,,,Non,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,A l’acte,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,Non,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3700/tongres/rbt67370,RBT67370,Appartement à vendre,,Sint-Maternuswal 13 3,3700 Tongres,Normal,2008,4,365 m²,Non,Non,Non,Oui,,1,Gaz,,,Non,,,,,,147 kWh/m²/an,20230713-0002339143-RES-1,,"oui, attestation conforme",,,,,,Information non communiquée,Information non communiquée,,,,,Non,,Non,,,,,,,,,,,Non,,,,,,,,,,,,,,,,A l’acte,Non,Non,Non,Non,,,,"Zone d'habitat d'intérêt culturel, historique et/ou esthétique",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3700/tongres/rbt67030,RBT67030,Appartement à vendre,215000,Achttiende Oogstwal 5 5,3700 Tongres,Normal,1966,2,88 m²,Non,Non,Non,,,1,Gaz,,,Non,,,,Oui,,139 kWh/m²/an,20250317-0003555012-RES-1,,pas d'application,,,,,,Information non communiquée,Information non communiquée,,,,,Non,,Non,,,,,,,,,,,Non,,Super équipée,,,,,,,,,,,,,,A l’acte,Non,Non,Non,Non,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3700/berg/rbt67029,RBT67029,Maison à vendre,450000,Blaarstraat 188,3700 Berg,Normal,1995,5,359 m²,Non,Non,Non,Oui,2,1,Gaz,,,Non,,,,,905 m²,181 kWh/m²/an,20250317-0003555342-RES-1,,pas d'application,,,,,,Information non communiquée,Information non communiquée,,,,,Non,,Non,,,,,,,,,,,Non,,,,,,,,,,,,,,,,A l’acte,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3700/tongres/rwc39862,RWC39862,Appartement à vendre en viager,40000,Jekerstraat 1 201,3700 Tongres,Excellent,2003,2,101 m²,Oui,Non,Non,Oui,,1,Gaz,Double vitrage,,Oui,,,,Oui,,,,,"oui, attestation conforme",Non,,,,,Pas de risque d’inondation,Information non communiquée,,Non,Non,Oui,Non,,Non,2,,Oui,Non,15 m²,8 m²,,,,39 m²,,,Equipée,6 m²,,,3,,6 m²,Sud-ouest,,Oui,,,,Oui,,Non,,,,Non,,Oui,,,,,,Oui,Oui,,,Américaine,,,,,,Non,Non,107 m²,5 m²,1,Oui,5 m²,Oui,Oui,Non,Non,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3700/tongres/rbs47379,RBS47379,Maison à vendre,219000,Maastrichtersteenweg 147,3700 Tongres,Remis à neuf,,2,106 m²,,Oui,,,,1,Gaz,Double vitrage,,,,,Oui,,80 m²,235 kWh/m²/an,,,"oui, attestation conforme",,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,2,,,,,,,,,,,,,,,3 m,,,,,3 m,Oui,,,,,,,,Oui,,,44 m²,Oui,"Zone d'habitat (résidentiel, urbain ou rural)",,Oui,28 m,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3700/koninksem/rbs87868,RBS87868,Appartement à vendre,331147,Koninksemstraat 11,3700 Koninksem,Nouveau,,2,,,,,Oui,,1,,,,Oui,,,,Oui,,,,,"oui, attestation conforme",Oui,,,,,Information non communiquée,Information non communiquée,,,Oui,Oui,,1,,2,1,,,,,,,,,,,,,,,,,17 m²,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3700/tongres/rbt63920,RBT63920,Maison à vendre,245000,Mulkerweg 56,3700 Tongres,Normal,,2,108 m²,Non,Oui,Oui,Oui,,1,Gaz,Double vitrage,,Non,Non,,Oui,Oui,205 m²,348 kWh/m²/an,20250523-0003609010-RES-1,23/05/2035,"non, pas d'attestation",Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,,,,Non,,Non,,,,,,,,,,,,,,,,,,73 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3700/tongres/rbt63921,RBT63921,Maison à vendre,245000,Mulkerweg 56,3700 Tongres,Normal,,2,108 m²,Non,Oui,Oui,Oui,,1,Gaz,Double vitrage,,Non,Non,,Oui,Oui,205 m²,348 kWh/m²/an,20250523-0003609010-RES-1,23/05/2035,"non, pas d'attestation",Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,,,,Non,,Non,,,,,,,,,,,,,,,,,,73 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3700/tongres/rbt48036,RBT48036,Maison à vendre,322500,Luikersteenweg 61,3700 Tongres,Normal,2006,3,131 m²,Non,Oui,Non,Oui,1,1,Gaz,Double vitrage,,,,Sud-ouest,Oui,Oui,109 m²,138 kWh/m²/an,20250603-0003616358-RES-1,,"oui, attestation conforme",,,,,,Pas de risque d’inondation,Information non communiquée,,Non,,Non,Non,,Non,2,,Oui,,,,,,,28 m²,Non,,Equipée,9 m²,2,,3,48 m²,12 m²,,,Oui,Oui,,,,A l’acte,Non,Non,Non,Non,Non,61 m²,Oui,"Zone d'habitat (résidentiel, urbain ou rural)",,Non,,,,Non,,,,,1,Non,Non,pas d'application,,,,,,,,,,,,Oui,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3700/berg/rbt45497,RBT45497,Maison à vendre,380000,Hasseltsesteenweg 272B,3700 Berg,Nouveau,2024,3,180 m²,Non,Non,Non,,,1,Electrique,,,Non,,,Oui,,,,,,pas d'application,,,,,,Information non communiquée,Information non communiquée,,,Oui,,Non,,Non,,1,,,,,,,,,Non,,,,,,,,,,,,,,,,,Non,Non,Non,Non,Oui,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3700/berg/rbt45496,RBT45496,Maison à vendre,384000,Hasseltsesteenweg 272A,3700 Berg,Nouveau,2024,4,211 m²,Non,Non,Non,,,1,Electrique,,,Non,,,Oui,,,,,,pas d'application,,,,,,Information non communiquée,Information non communiquée,,,Oui,,Non,,Non,,1,,,,,,,,,Non,,,,,,,,,,,,,,,,,Non,Non,Non,Non,Oui,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3700/lauw/vbc83712,VBC83712,Maison à vendre,595000,Blaarmolenstraat 30,3700 Lauw,Excellent,1999,4,219 m²,Oui,Oui,,Oui,1,1,Mazout,Double vitrage,,Non,Non,,Oui,Oui,2502 m²,218 kWh/m²/an,,,"oui, attestation conforme",Non,,,,,Pas de risque d’inondation,Information non communiquée,,,,,Non,,Non,4,6,Oui,,21 m²,14 m²,12 m²,17 m²,20 m²,43 m²,Oui,,Equipée,20 m²,2,15 m,3,2081 m²,130 m²,,15 m,,Non,,,Oui,A l’acte,Non,,,,Oui,,,,Est,,125 m,,,,,,Américaine,,1,,,,,,,112 m²,,,11 m²,,,,,Oui,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3700/rutten/rbt44780,RBT44780,Maison à vendre,325000,Kleinstraat 15,3700 Rutten,Nouveau,2024,4,185 m²,,Oui,,Oui,1,1,,Triple vitrage,,,,,Oui,Oui,478 m²,,,,"non, pas d'attestation",,,,,,Pas de risque d’inondation,Information non communiquée,,,Oui,,,,,3,2,,,,,,,,,,,Equipée,,2,,,,,,,Oui,,,,Oui,,,,Oui,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",Sud-est,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3700/tongres/rbt44139,RBT44139,Appartement à vendre,199000,Sint-Jansstraat 2 3,3700 Tongres,,1988,2,85 m²,Non,Non,Non,Oui,,,Gaz,Double vitrage,Non,Non,Non,,,Oui,,272 kWh/m²/an,20241202-0003431795-RES-1,,,,,,,,Pas de risque d’inondation,Information non communiquée,Non,,,,Non,,,,2,,,,,,,,,Non,,,,2,,,,,,,,Non,,,,A l’acte,Non,Non,Non,Non,,,,"Zone d'habitat d'intérêt culturel, historique et/ou esthétique",,Non,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3700/berg/rbt43789,RBT43789,Maison à vendre,225000,Bilzersteenweg 42,3700 Berg,Normal,1899,3,153 m²,Non,Oui,Non,,,1,Gaz,,,Non,,,,,490 m²,319 kWh/m²/an,20201015-0002327963-RES-1,,"oui, attestation conforme",,,,,,Information non communiquée,Information non communiquée,,,,,Non,,Non,,,,,,,,,,,Non,,,,,,,,,,,,,,,,A l’acte,Non,Non,Non,Non,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3700/berg/rbt42251,RBT42251,Maison à vendre,180000,Tongershuisstraat 20,3700 Berg,À rénover,1930,3,104 m²,Non,Non,Non,,,1,Gaz,,,Non,,,Oui,,160 m²,512 kWh/m²/an,20250312-0003551391-RES-1,,pas d'application,,,,,,Information non communiquée,Information non communiquée,,,,,Non,,Non,,,,,,,,,,,Non,,Semi-équipée,,,,,,,,,,,,,,A l’acte,Non,Non,Non,Non,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/3700/tongres/rwc39664,RWC39664,Rez-de-chaussée à vendre,159000,ELFDE NOVEMBERWAL 28 2,3700 Tongres,Normal,1990,1,70 m²,Non,Non,Non,,,1,Gaz,Double vitrage,Non,Oui,Oui,,,Oui,,260 kWh/m²/an,,31/12/2025,pas d'application,Non,,,,,Pas de risque d’inondation,Information non communiquée,,Non,Non,Non,Oui,,,1,,Oui,Non,,,,,,,,,,25 m²,,,,,1 m²,,,Oui,Non,,,,,Oui,,Oui,Oui,Non,,Oui,,,Non,,,Non,Oui,260,,,,,,Non,pas d'application,Non,,,,,,3 m²,Oui,Oui,Non,,Non,Non,Oui,Oui,Oui,Non,Oui,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3700/tongres/rbt39982,RBT39982,Appartement à vendre,215000,Beukenbergweg 5 7,3700 Tongres,,1977,2,,,,,Oui,,,Gaz,Double vitrage,Non,Non,Non,,,Oui,,123 kWh/m²/an,20250521-0003606886-RES-1,,,,,,,,Pas de risque d’inondation,Information non communiquée,Non,,,,Non,0,,,,,,,,,,,,,,,,,,,,1 m²,,,,,,,,A l’acte,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,Non,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3700/tongres/rbt39531,RBT39531,Maison à vendre,174900,Muntstraat 1,3700 Tongres,Normal,1850,2,97 m²,Oui,,,,,1,Gaz,Double vitrage,,,,,,,35 m²,224 kWh/m²/an,202440427-0003181244-RES-1,,"oui, attestation conforme",Non,,,,,Pas de risque d’inondation,Information non communiquée,,Non,,Non,Non,,Non,2,,Non,,,,,,,11 m²,,,Equipée,12 m²,1,,,,,,,Oui,,,,Oui,A l’acte,,,,,Non,,Oui,"Zone d'habitat d'intérêt culturel, historique et/ou esthétique",,Non,,,,Non,,,,6 m²,,Non,Non,pas d'application,Non,,,16 m²,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3700/berg/rbt38897,RBT38897,Maison à vendre,339000,Romeinse Kassei 4,3700 Berg,Normal,1939,3,202 m²,Non,Non,Non,Oui,1,1,Mazout,,,Non,,,Oui,,215 m²,300 kWh/m²/an,20241210-0003475250-RES-1,,"oui, attestation non conforme",,,,,,Information non communiquée,Information non communiquée,,,,,Non,,Non,,,,,,,,,,,Non,,Super équipée,,,,,,,,,,,,,,A l’acte,Non,Non,Non,Non,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3700/tongres/rbt38779,RBT38779,Maison à vendre,350000,Rooierweg 52,3700 Tongres,Remis à neuf,,3,169 m²,Oui,Non,Non,,,2,Gaz,Triple vitrage,,Non,Non,,Oui,,1145 m²,153 kWh/m²/an,20241114-0003445682-RES-1,14/11/2034,"non, pas d'attestation",Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,5020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3700/tongres/rbt38752,RBT38752,Maison à vendre,159000,Koninksemsteenweg 34,3700 Tongres,,1938,3,122 m²,Non,Non,Non,,,1,Gaz,Double vitrage,Non,Non,Non,,Oui,Oui,145 m²,330 kWh/m²/an,20250519-0003602062-RES-1,,,,,,,,Pas de risque d’inondation,Information non communiquée,Non,,,,Non,,,2,,,,,,,,,,Non,,Equipée,,1,,,,,,,,Non,,,,A l’acte,Non,Non,Non,Non,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,Non,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3700/tongres/rbt38344,RBT38344,Maison à vendre,149000,Kraaibornstraat 43,3700 Tongres,À rénover,1947,3,190 m²,Oui,Oui,,Oui,1,2,Gaz,Double vitrage,,,,,,,325 m²,811 kWh/m²/an,20240311-0003172027-RES-1,,"oui, attestation non conforme",Non,,,,,Pas de risque d’inondation,Information non communiquée,,Non,,Non,Non,,Non,2,,Non,,,,,,,27 m²,,,Semi-équipée,28 m²,2,,3,,,,22 m,Non,,,,Oui,A l’acte,,,Oui,,Non,225 m²,Non,"Zone d'habitat (résidentiel, urbain ou rural)",,Non,15 m,,,Non,,,,,,Non,Non,pas d'application,Non,,,45 m²,,,,,,,,,,,,,,,54 m²,36 m²,,
https://immovlan.be/fr/detail/appartement/a-vendre/3700/tongres/rbt38095,RBT38095,Appartement à vendre,235000,Bilzersteenweg 129 7,3700 Tongres,,,2,90 m²,,,,Oui,,,Gaz,Double vitrage,Oui,Non,Non,,,,,200 kWh/m²/an,20241008-0003405235-RES-1,,,,,,,,Pas de risque d’inondation,Information non communiquée,Non,,,,Non,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,A l’acte,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,Non,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3700/tongres/rbt38094,RBT38094,Appartement à vendre,265000,Eeuwfeestwal 22 10,3700 Tongres,,1959,2,112 m²,,,,,,,Mazout,,Non,Non,Non,,,Oui,,144 kWh/m²/an,20250206-0003523104-RES-1,,,,,,,,Pas de risque d’inondation,Information non communiquée,Non,,,,Non,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,A l’acte,,,,,,,,"Zone d'habitat d'intérêt culturel, historique et/ou esthétique",,Non,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/3700/tongres/rbt38092,RBT38092,Penthouse à vendre,535000,Achttiende - Oogstwal 8,3700 Tongres,,2023,2,161 m²,,,,Oui,,,,,,Oui,Oui,,,Oui,,63 kWh/m²/an,73083-G-DBA_2017024044/EP10894/A001/D01/SD026,,,,,,,,Pas de risque d’inondation,Information non communiquée,Non,,,,Non,3,,,,,,,,,,,,,,,,2,,,,,,,,,,,,A l’acte,,,,,,,,,,Non,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3700/tongres/rbt38091,RBT38091,Appartement à vendre,157500,Stationslaan 3 17,3700 Tongres,,,2,90 m²,,,,,,,,Double vitrage,,Non,Non,,,,,,,,,Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,,,,Non,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,A l’acte,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,Non,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
